index,Filer_499_ID,LastFiling,USF_Contributor_1,Legal_Name_of_Carrier,Doing_Business_As,Principal_Comm_Type_1,Holding_Company,CORESID,Management_Company,HQ_Address1,HQ_Address2,HQ_Address3,HQ_City,HQ_State,HQ_Zip_Code,Customer_Inquiries_Address1,Customer_Inquiries_Address2,Customer_Inquiries_Address3,Customer_Inquiries_City,Customer_Inquiries_State,Customer_Inquiries_Zip_Code,Customer_Inquiries_Telephone,Customer_Inquiries_Ext,Other_Trade_Name1,Other_Trade_Name2,Other_Trade_Name3,Other_Trade_Name4,Other_Trade_Name5,Other_Trade_Name6,Other_Trade_Name7,Other_Trade_Name8,Other_Trade_Name9,Other_Trade_Name10,Other_Trade_Name11,Other_Trade_Name12,Other_Trade_Name13,DC_Agent1,DC_Agent2,DC_Agent_Telephone,DC_Agent_Ext,DC_Agent_Fax,DC_Agent_EMail,DC_Agent_Address1,DC_Agent_Address2,DC_Agent_Address3,DC_Agent_City,DC_Agent_State,DC_Agent_Zip,Alternate_Agent1,Alternate_Agent2,Alternate_Agent_Telephone,Alternate_Agent_Ext,Alternate_Agent_Fax,Alternate_Agent_EMail,Alternate_Agent_Address1,Alternate_Agent_Address2,Alternate_Agent_Address3,Alternate_Agent_City,Alternate_Agent_State,Alternate_Agent_Zip_Code,Alabama,Alaska,American_Samoa,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District_of_Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Johnston_Atoll,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Midway_Atoll,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New_Hampshire,New_Jersey,New_Mexico,New_York,North_Carolina,North_Dakota,Northern_Mariana_Islands,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto_Rico,Rhode_Island,South_Carolina,South_Dakota,Tennessee,Texas,Utah,US_Virgin_Islands,Vermont,Virginia,Wake_Island,Washington,West_Virginia,Wisconsin,Wyoming,note1,note2,note3
14537,832977,4/1/2019,No,"Upchurch Telecom & Data, Inc.","Upchurch Telecom & Data, Inc.",Cellular/PCS/SMR,,0025589292,,10394 Hwy 82 E,,,Greenwood,MS,38930,P.O. Box 301,,,Greenwood,MS,,(800) 898-8824,,Uptel,,,,,,,,,,,,,Van Tracy,Corporation Services Company,(202) 371-8090,,(202) 371-1945,info@cscglobal.com,1090 Vermont Avenue NW,,,Washington,DC,,Mark Lammert,Mark Lammert c/o Compliance Solutions Inc.,(407) 260-1011,,,,242 Rangeline Road,,,Longwood,FL,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14538,832978,4/1/2019,No,"InterNetwork IT, LLC",,Interconnected Voip,,0026331025,,2405 Ann Arbor Ave,,,Orlando,FL,32804,2014 Edgewater Dr,Suite 225,,Orlando,FL,,(321) 300-6383,,,,,,,,,,,,,,,,Registered Agents Inc.,(202) 403-0599,,,agent@washingtondcregisteredagent.com,1717 N. Street NW,Suite 1,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14539,832979,4/1/2019,No,Board of Water Electric & Communication,Muscatine Power and Water,CAP/CLEC,,0004279154,,3205 Cedar Street,,,Muscatine,IA,52761,3205 Cedar Street,,,Muscatine,IA,,(563) 263-3420,,,,,,,,,,,,,,,James Baller,Baller Stokes & Lide,(202) 833-5300,,,admin@baller.com,2014 P Street NW Suite 200,,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14540,832980,4/1/2019,No,"IT Noble, Inc.",,Interconnected Voip,,0028307247,,107 Bulifants Blvd.,Suite B,,Williamsburg,VA,,107 Bulifants Blvd.,Suite B,,Williamsburg,VA,,(757) 903-2414,,,,,,,,,,,,,,,Eddy Saldana,URS Agents Inc.,(800) 567-4397,,(800) 567-4398,sop@ursagents.com,"1100 H Street, NW",Suite 840,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14541,832981,4/1/2019,No,Pacific Tower Ventures LLC,,Interconnected Voip,,0028313559,,1267 Willis Street,STE 200,,Redding,CA,,1267 Willis Street,STE 200,,Redding,CA,,(213) 984-4484,,Pacific Tower Ventures LLC,Pacific Tower Ventures,Pacific Tower Ventures Incorporated,,,,,,,,,,,,Northwest Registered Agent Service Inc.,(509) 768-2249,,,support@northwestregisteredagent.com,1717 N Street NW,STE 1,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14542,832982,4/1/2019,No,"INDEPENDENT TELEPHONE SERVICE, INC.",INDEPENDENT TELEPHONE SERVICES INC.,Interconnected Voip,,0027468701,INDEPENDENT TELEPHONE SERVICES INC.,2 DAVID STREET,SUITE H,,Fort Walton Beach,FL,,2 DAVID STREET,SUITE H,,Fort Walton Beach,FL,,(850) 244-2149,,,,,,,,,,,,,,,,WASHINGTON DC REGISTERED AGENT LLC,(202) 403-0599,,,agent@washingtondcregisteredagent.com,1717 N STREET  NW,STE 1,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14543,832983,4/1/2019,No,"Stribog IT Solutions, Inc.","Stribog IT Solutions, Inc.",Interconnected Voip,,0028308062,,F2003 Aparna Sarovar,"S. No. 12P and 13, Serilingampally","Hyderabad 500 019, TG",,,,276 5th Avenue,Suite 704 #821,,New York,NY,,(518) 714-0001,,Stribog,Stribog IT Solutions,"Stribog IT Solutions, Inc.",,,,,,,,,,,Tom Glover,Northwest Registered Agent Service Inc.,(509) 768-2249,,(855) 330-1010,compliance@northwestregisteredagent.com,1717 N Street NW,STE 1,,Washington,DC,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
14545,832985,4/1/2019,No,Yonder Media Mobile Inc,Yonder Media Mobile Inc,Cellular/PCS/SMR,,0028315877,,"12 East 49th Street, 11th Floor",11th Floor,,New York,NY,,"12 East 49th Street, 11th Floor",11th Floor,,New York,NY,,(646) 201-9469,,,,,,,,,,,,,,,,National Registered Agents,(646) 210-9496,,,none@usac.org,1629 K Street NW,Suite 300,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14547,832987,4/1/2019,No,Digital-blue LLC,,Interconnected Voip,,0028274678,,8th the Green,Suite #4464,,Dover,DE,,8th the Green,Suite #4464,,Dover,DE,,(302) 480-1907,,,,,,,,,,,,,,,,"Northwest Registered Agent, Inc.",(509) 768-2249,,,support@northwestregisteredagent.com,1717 N Street NW,STE 1,,Washington,DC,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,
14548,832988,4/1/2019,No,U Communications,U Communications,Interconnected Voip,,0025661059,,10394 Hwy 82 E,,,Greenwood,MS,,P.O. Box 305,,,Carrollton,MS,,(800) 898-8824,,,,,,,,,,,,,,,Van Tracy,Corporation Services Company,(202) 371-8090,,(202) 371-1945,info@cscglobal.com,1090 Vermont Avenue NW,,,Washington,DC,,Mark Lammert,Mark Lammert c/o Compliance Solutions Inc.,(407) 260-1011,,,,242 Rangeline Road,,,Longwood,FL,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14549,832989,4/1/2019,Yes,Google Voice Inc.,,Interconnected Voip,Google LLC,0026112607,,1600 Amphitheatre Parkway,,,Mountain View,CA,94043,1600 Amphitheatre Parkway,,,Mountain View,CA,,(202) 346-1100,,Google Voice,,,,,,,,,,,,,,Corporation Service Company,(866) 403-5272,,,info@cscinfo.com,1090 Vermont Avenue NW,,,Washington,DC,,,Corporation Service Company,,,,,251 Little Falls Drive,,,Wilmington,DE,,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
14550,832990,4/1/2019,No,Back9 Networks,Back9 Networks,Interconnected Voip,,0025973801,,1046 University Ave,Back9 Networks,,Rochester,NY,,1046 University Ave,Back9 Networks,,Rochester,NY,,(585) 563-9500,100,,,,,,,,,,,,,,,"United States Corporation Agents, Inc.",(585) 563-9500,100,,jwc@varconnect.net,"700 12th Street, NW",suite 700,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14551,832991,4/1/2019,No,"Voice Spring, LLC","Voice Spring, LLC",Interconnected Voip,,0015342967,,2216 W Altorfer Drive,,,Peoria,IL,61615,2216 W Altorfer Drive,,,Peoria,IL,,(309) 282-2900,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(678) 681-7580,ra@rtcteam.net,1775 Eye Street NW,Suite 300,,Washington,DC,20006,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14552,832992,4/1/2019,No,Johnson City Energy Authority,BrightRidge,Interconnected Voip,,0026913608,,2600 Boones Creek Rd.,PO Box 1636,,Johnson City,TN,,2600 Boones Creek Rd.,PO Box 1636,,Johnson City,TN,,(423) 952-5000,,,,,,,,,,,,,,,,"Northwest Registered Agent Services, LLC",(509) 768-2249,,(866) 543-4731,info@northwestregisteredagent.com,1717 N Street NW,Suite 1,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14553,832993,4/1/2019,No,"Blue Ridge Cloud, LLC","Blue Ridge Cloud, LLC",Interconnected Voip,,0028223717,,315 Spruce Street,Suite 250,,Winston-Salem,NC,,315 Spruce Street,Suite 250,,Winston-Salem,NC,,(336) 924-2887,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(678) 681-7580,ra@rtcteam.net,1775 Eye Street NW,Suite 350,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14554,832994,4/1/2019,No,"Cloud2Talk, LLC","Cloud2Talk, LLC",Interconnected Voip,,0028310068,,3001 W Hallandale Beach Blvd,Suite 310,,Pembroke Park,FL,,3001 W Hallandale Beach Blvd,Suite 310,,Pembroke Park,FL,,(954) 239-3800,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(678) 681-7580,ra@rtcteam.net,1775 Eye Street NW,Suite 350,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14555,832995,4/1/2019,No,"QContact, Inc.","QContact, Inc.",Interconnected Voip,,0028224376,,8333 NW 53rd Street,Suite 450,,Doral,FL,,8333 NW 53rd Street,Suite 450,,Doral,FL,,(833) 322-2345,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(678) 681-7580,ra@rtcteam.net,1775 Eye Street NW,Suite 350,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14560,833000,4/1/2019,Yes,"Norcell, LLC","Norcell, LLC",Cellular/PCS/SMR,,0028305225,,4511 Williams Valley Road,,,Clayton,WA,99110,4511 Williams Valley Road,,,Clayton,WA,,(509) 262-2689,,,,,,,,,,,,,,,,"RTC-CIS, Inc.",(844) 216-0051,,(678) 681-7580,ra@rtcteam.net,1775 Eye Street NW,Suite 350,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,,,
14561,833001,4/1/2019,No,Cira Infotech Inc,Cira Infotech Inc,Private Service Provider,,0028315844,,5755 North Point Parkway,Suite 81 & 82,,Alpharetta,GA,30022,5755 North Point Parkway,Suite 81 & 82,Alpharetta,Geogia,GA,,(770) 709-5724,,Cira Infotech Inc,,,,,,,,,,,,,,,,,,,,,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14563,833003,4/1/2019,No,Fuse Networks LLC,,Interconnected Voip,,0028337236,,7100 Fort Dent Way,Ste 140,,Tukwila,WA,98188,7100 Fort Dent Way,Ste 140,,Tukwila,WA,,(855) 438-3873,,,,,,,,,,,,,,,,"Northwest Registered Agent, Inc.",(509) 768-2249,,,support@northwestregisteredagent.com,1717 N Street NW,Ste 1,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
14565,833005,4/1/2019,No,Allied Telesis Capital Corp.,,CAP/CLEC,,0018357384,,3041 Orchard Parkway,,,San Jose,CA,95134,3041 Orchard Parkway,,,San Jose,CA,,(408) 519-8700,,ATCC,,,,,,,,,,,,,Matt Cerro,Corporation Service Company,(800) 927-9801,68566,(410) 962-7343,Matthew.Cerro@cscglobal.com,"1090 Vermont Avenue, N.W.",,,Washington,DC,20005,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,
14566,833006,4/1/2019,No,"C&W Copier Services, Inc",Crew-Tech,Interconnected Voip,,0028340016,,4553 Technology Dr,Suite 1 Box 14,,Wilmington,NC,28405,4553 Technology Dr,Suite 1 Box 14,,Wilmington,NC,,(910) 791-1154,,Crew-Tech,,,,,,,,,,,,,,Registered Agents Inc,(202) 403-0599,,,agent@washingtondcregisteredagent.com,1717 N Street NW,STE 1,,Washington,DC,20036,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14567,833007,4/1/2019,Yes,"netDirective Technologies, Inc.",Artemis,Interconnected Voip,,0027214352,,1427 AURORA ROAD,,,MELBOURNE,FL,32935,1427 AURORA ROAD,,,MELBOURNE,FL,,(321) 757-8909,,,,,,,,,,,,,,,,Washington DC Registered Agent LLC,(202) 403-0599,,,agent@washingtondcregisteredagent.com,1717 N Street,STE 1,,Washington,DC,20036,Ed Kinberg,Widerman Malek Attorneys at Law,(321) 255-2332,,,ejk@uslegalteam.com,1990 West New Haven Ave,Second Floor,,Melbourne,FL,32904,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
14569,833009,4/1/2019,No,Ashton Communications Corporation,AcNet,CAP/CLEC,,0028344380,,1418 Beech Ave 119A,Financial Services Division,,McAllen,TX,78501,1418 Beech Ave 119A,Financial Services Division,,McAllen,TX,,(800) 527-4866,,AcNet,,,,,,,,,,,,,,INCORP,(702) 866-2500,,,financial.services@ashton.com,"1090 Vermont Ave. NW, Suite 910",,,Washington,DC,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
